,bajo_nivel_pobreza,codigo,direccio_estado,direccio_fisica,direccion_municipio,direccion_zipcode,director,distrito,escuela,espa_ol_avanzado,espa_ol_b_sico,espa_ol_pre_b_sico,espa_ol_proficiente,espa_ol_proficiente_avanzado,estatus_actual,fax,geolocalizacion,grado_1,grado_10,grado_11,grado_12,grado_2,grado_3,grado_4,grado_5,grado_6,grado_7,grado_8,grado_9,grado_infant,grado_k,grado_pk,grado_pke,grado_pkm,grado_sge,grado_sgi,grado_sgs,grado_toddler,grados_original,grados_posterior,ingl_s_avanzado,ingl_s_b_sico,ingl_s_pre_b_sico,ingl_s_proficiente,ingl_s_proficiente_avanzado,matem_ticas_avanzado,matem_ticas_b_sico,matem_ticas_pre_b_sico,matem_ticas_proficiente,matem_ticas_proficiente_avanzado,matricula_total,municipio_escolar,nivel_original,region,table_id,telefono,zona
52,80.69,20404,PR,CALLE MUNOZ RIVERA #14,BARRANQUITAS,00794-0000,LUIS A. SANDOVAL COLON,BARRANQUITAS,PETROAMERICA PAGAN,95.24,0.87,0.43,3.46,98.70,SI,857-6050,"{'latitude': '18.18624', 'longitude': '-66.30603'}",33,,,,37,28,30,33,51,22,39,,,35,16,,,21,,,,"PK - 6 , EEE","PK - 6 , EEE",93.91,2.17,0.87,3.04,96.96,83.48,9.13,0,7.39,90.87,345,BARRANQUITAS,ELEMENTAL,CAGUAS,835,857-1888,URBANA
53,84.97,32367,PR,CARR. ESTATAL 993 KM1 HM 3,VIEQUES,00765-0000,DRA DIANA DE L MERCADO CORTES,FAJARDO,PLAYA GRANDE,5.43,53.26,23.91,17.39,22.83,SI,741-0541,"{'latitude': '18.14139', 'longitude': '-65.4513'}",24,,,,19,20,42,32,,,,,,24,,,40,,,,,PK - 6,PK - 6,2.17,52.17,36.96,8.70,10.87,4.35,67.39,7.61,20.65,25,201,VIEQUES,ELEMENTAL,HUMACAO,837,741-2766,RURAL
54,83.20,52514,PR,CALLE CRISTINA #37,PONCE,00733-0000,AXEL L RIVERA ROUCHET,PONCE,PONCE HIGH SCHOOL,18.64,47.46,10.73,23.16,41.81,SI,842-8165,"{'latitude': '18.01103', 'longitude': '-66.61032'}",,273,207,242,,,,,,,,187,,,,,,,,,,12-Oct,12-Oct,18.18,31.82,38.64,11.36,29.55,1.14,62.50,32.39,3.98,5.11,909,PONCE II,SUPERIOR,PONCE,838,842-4156,URBANA
55,90.24,35543,PR,CARR 959 KM 2 BO CIENAGA ALTA,RIO GRANDE,7450000,LEMUEL PEREZ ARVELO,CANOVANAS,PRE-VOCACIONAL CASIANO CEPEDA,0,83.33,0,16.67,16.67,SI,887-5200,"{'latitude': '18.36096', 'longitude': '-65.85451'}",,,,,,,,,,,,,,,,,,,53,,,EEI - EES,EEI - EES,16.67,16.67,16.67,50,66.67,0,83.33,16.67,0,0,53,RIO GRANDE,SECUNDARIO,HUMACAO,840,887-5200,RURAL
56,84.11,62182,PR,CALLE GROVISH 13 URB. PARQUE ECUESTRE,CANOVANAS,00726-0000,JENNIS MARRERO DALMAU,CAROLINA,PRISCO FUENTES,20.53,41.06,17.01,21.41,41.94,SI,750-3165,"{'latitude': '18.36848', 'longitude': '-65.9284'}",91,,,,76,89,95,90,,,,,,67,,,,22,,,,"K - 7 , EEE","K - 7 , EEE",7.92,42.23,21.99,27.86,35.78,12.02,58.36,14.37,15.25,27.27,530,CAROLINA I,SEGUNDA UNIDAD,SAN JUAN,841,750-4480,URBANA
57,74.10,47951,PR,AVE. NATIVO ALERS DESVIO SUR,AGUADA,6020000,ISMAEL JIMENEZ,AGUADILLA,PROFESORA JUANA ROSARIO CARRERO,25.92,37.70,10.47,25.92,51.83,SI,252-0195,"{'latitude': '18.37625', 'longitude': '-67.18501'}",,,,,,,,,123,203,199,,,,,,,,,,,9-Jul,9-Jul,24.01,23.48,25.33,27.18,51.19,3.13,67.62,20.89,8.36,11.49,525,AGUADA,INTERMEDIO,MAYAGUEZ,842,868-2260,URBANA
58,75.54,58099,PR,BARRIO BARINAS,YAUCO,6980048,GRIMILDA BAEZ BAEZ,YAUCO,PROFESORA LUIZA MONSEGUR VELEZ,61.61,10.71,2.68,25,86.61,SI,267-8326,"{'latitude': '18.010869', 'longitude': '-66.845207'}",27,,,,20,22,27,27,,,,,,24,16,,,,,,,PK - 6,PK - 6,48.21,7.14,0,44.64,92.86,39.29,30.36,2.68,27.68,66.96,163,YAUCO,ELEMENTAL,PONCE,843,267-0030,RURAL
59,,36343,,,,,,FAJARDO,PUERTO RICO AVIATION MAINTENANCE INSTITUTE,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEIBA,,HUMACAO,844,,
60,,47906,,,,,,AGUADILLA,PUERTO RICO AVIATION MAINTENANCE INSTITUTE,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGUADILLA,,MAYAGUEZ,845,,
61,73.46,50542,PR,CALLE RODRIGUEZ HIDALGO ESQ CARRION MADURO,COAMO,00769-0000,ANGEL L SANTIAGO,SANTA ISABEL,PURIFICACION RODRIGUEZ,49.73,18.92,0.54,30.81,80.54,SI,825-5137,"{'latitude': '18.07771', 'longitude': '-66.35917'}",47,,,,44,46,47,42,45,,,,,46,,9,,11,,,,"K - 6 , EEE","K - 6 , EEE",54.59,8.11,1.62,35.68,90.27,41.85,26.09,5.43,26.63,68.48,337,COAMO,ELEMENTAL,PONCE,846,825-1684,URBANA
62,82.89,31609,PR,CALLE 3 BO DUQUE ESQ 8 PARCELAS VIEJAS,NAGUABO,00718-0000,IRIS A TRAVIESO GONZALEZ,FAJARDO,QUEBRADA GRANDE,49.41,27.06,2.35,21.18,70.59,SI,874-0632,"{'latitude': '18.24141', 'longitude': '-65.7462'}",31,,,,18,31,21,33,,,,,,29,,,,,,,,K - 6,K - 6,34.12,25.88,2.35,37.65,71.76,60,17.65,0,22.35,82.35,163,NAGUABO,ELEMENTAL,HUMACAO,847,874-0430,RURAL
63,77.71,51292,PR,CARR 127 RAMAL 377 BO QUEBRADA,GUAYANILLA,00658-0000,VACANTE,YAUCO,QUEBRADAS,56.45,25.81,6.45,11.29,67.74,SI,835-1161,"{'latitude': '18.03552', 'longitude': '-66.80246'}",44,,,,18,26,31,31,,,,,,25,17,,,,,,,PK - 6,PK - 6,49.19,25,1.61,24.19,73.39,39.52,35.48,3.23,21.77,61.29,192,GUAYANILLA,ELEMENTAL,PONCE,849,835-2500,RURAL
64,72.65,20305,PR,CARR 722 BO RABANAL,AIBONITO,7050000,MARIA DEL CARMEN SOTO HERNANDEZ,BARRANQUITAS,RABANAL,28.46,33.08,7.69,30.77,59.23,SI,735-8886,"{'latitude': '18.13298', 'longitude': '-66.24904'}",45,,,,44,41,33,52,,,,,,41,,,,6,,,,"K - 6 , EEE","K - 6 , EEE",13.85,46.15,0,40,53.85,29.23,33.85,0.77,36.15,65.38,262,AIBONITO,ELEMENTAL,CAGUAS,850,735-8886,RURAL
65,84.10,24927,PR,BO OLIMPO CALLE 7,GUAYAMA,00785-0000,LISBETH GONZALEZ RODRIGUEZ,GUAYAMA,RAFAEL ANTONIO DELGADO MATEO,4.62,55.38,15.38,24.62,29.23,SI,866-5414,"{'latitude': '18.0031', 'longitude': '-66.11062'}",43,,,,36,36,43,21,,,,,,16,,,45,,,,,"PK - 6 , EEE","K - 5, EEE",3.08,50.77,20,26.15,29.23,15.38,43.08,3.08,38.46,53.85,240,GUAYAMA,ELEMENTAL,CAGUAS,851,864-3875,RURAL
66,86.72,54551,PR,CALLE RODULFO GONZALEZ FINAL,ADJUNTAS,00601-0000,ESTEBAN ROSADO BATISTA,UTUADO,RAFAEL APARICIO JIMENEZ,13.98,43.01,23.39,19.62,33.60,SI,829-0029,"{'latitude': '18.16476', 'longitude': '-66.72388'}",,,,,,,,,122,137,116,,,,,,,,10,,,"7 - 9 , EEI","7 - 9 , EEI",5.16,37.23,44.57,13.04,18.21,0,56.22,40.27,3.51,3.51,385,ADJUNTAS,INTERMEDIO,PONCE,852,829-3890,URBANA
67,81.06,70417,PR,URB ROYAL TOWN CALLE 3 FINAL,BAYAMON,9600000,LUISA M PLA AMALBERT,BAYAMON,RAFAEL COLON SALGADO,35.88,22.14,18.32,23.66,59.54,SI,279-8284,"{'latitude': '18.36303', 'longitude': '-66.17162'}",44,,,,24,36,43,29,78,74,78,,,39,,,,30,,,,"K - 6 , EEE","K - 8, EEE, EEI",16.03,38.93,16.79,28.24,44.27,32.06,34.35,4.58,29.01,61.07,475,BAYAMON II,ELEMENTAL,BAYAMON,853,799-0333,URBANA
68,71.72,61762,PR,CALLE AURORA ESQ HOARE PDA 15,SAN JUAN,00907-0000,VICTOR A. RODRIGUEZ DEYNES,SAN JUAN I,RAFAEL CORDERO,40.45,19.10,0,40.45,80.90,SI,722-4340,"{'latitude': '18.45008', 'longitude': '-66.08134'}",,62,94,78,,,,,,,,65,,,,,,,,,,12-Oct,12-Oct,24.72,34.83,6.74,33.71,58.43,0,86.36,11.36,2.27,2.27,299,SAN JUAN I,SUPERIOR,SAN JUAN,855,722-6643,URBANA
69,89.42,70763,PR,CALLE MARGINAL AVE LOS CANOS,CATANO,00963-0217,CARMEN CURET TORRES,TOA BAJA,RAFAEL CORDERO,16.03,50.64,21.47,11.86,27.88,SI,787-6411,"{'latitude': '18.43734', 'longitude': '-66.12502'}",55,,,,56,59,63,58,62,45,33,,,40,,5,,,,,,"PK - 6 , EEE","PK - 6 , EEE",10.39,37.66,37.34,14.61,25,19.87,42.95,22.12,15.06,34.94,476,CATANO,ELEMENTAL,BAYAMON,857,788-1557,URBANA
70,93.05,32243,PR,CALLE PIMENTEL Y CASTRO,RIO GRANDE,7450000,SUSANA AYALA VALDES,CANOVANAS,RAFAEL DE JESUS,15.46,44.85,20.10,19.59,35.05,SI,887-2785,"{'latitude': '18.37979', 'longitude': '-65.83289'}",50,,,,48,46,44,35,59,,,,,49,,,,25,,,,"K - 6 , EEE","K - 6 , EEE",5.24,32.46,42.41,19.90,25.13,12.04,52.36,25.13,10.47,22.51,356,RIO GRANDE,ELEMENTAL,HUMACAO,859,887-2785,URBANA
71,96.77,62612,PR,CALLE VALVERDE,SAN JUAN,00923-0000,VACANTE,SAN JUAN II,RAFAEL HERNANDEZ,41.22,20.61,4.58,33.59,74.81,SI,763-8514,"{'latitude': '18.42006', 'longitude': '-66.04171'}",45,,,,40,54,41,30,,,,,,41,,,,31,,,,"K - 6 , EEE","K - 6 , EEE",10.77,36.15,7.69,45.38,56.15,29.77,38.93,8.40,22.90,52.67,282,SAN JUAN IV,ELEMENTAL,SAN JUAN,863,763-8514,URBANA
72,82.02,71746,PR,CALLE 3 URB SANTA ANA,VEGA ALTA,00692-0000,JOSE LUIS OCASIO,VEGA ALTA,RAFAEL HERNANDEZ,56.48,17.59,1.85,24.07,80.56,SI,883-1025,"{'latitude': '18.41734', 'longitude': '-66.30981'}",40,,,,47,35,38,37,,,,,,42,,,,,,,,K - 6,"K - 5, EEE",36.11,27.78,1.85,34.26,70.37,57.01,7.48,0,35.51,92.52,239,VEGA ALTA,ELEMENTAL,ARECIBO,865,883-1025,URBANA
73,84.17,72058,PR,CALLE 12 I 100 URB JARDINES DE VEGA BAJA,VEGA BAJA,00693-0000,DIRECTOR / VACANTE,VEGA ALTA,RAFAEL HERNANDEZ,12.77,46.81,18.09,22.34,35.11,SI,807-4313,"{'latitude': '18.44813', 'longitude': '-66.40785'}",48,,,,66,83,72,57,,,,,,51,,,,,,,,K - 6,K - 5,3.72,54.79,26.60,14.89,18.62,14.36,45.74,13.30,26.60,40.96,377,VEGA BAJA,ELEMENTAL,ARECIBO,866,858-1994,RURAL
74,86.13,61549,PR,CALLE ASOMANTE URB. SUMMIT HILLS,SAN JUAN,00921-0000,MARIMAR SANTIAGO ALMODOVAR,SAN JUAN I,RAFAEL HERNANDEZ MARIN,32.81,29.69,0.78,36.72,69.53,SI,782-4433,"{'latitude': '18.39799', 'longitude': '-66.10076'}",49,,,,48,48,51,38,,,,,,43,,,,4,,,,"K - 6 , EEE","K - 6 , EEE",35.16,17.19,2.34,45.31,80.47,33.86,25.20,3.94,37.01,70.87,281,SAN JUAN II,ELEMENTAL,SAN JUAN,867,792-0494,URBANA
75,78.88,51870,PR,CALLE PEDRO ALVARADO,PENUELAS,00624-0000,WILLIAM FELICIANO,YAUCO,RAFAEL IRIZARRY RIVERA,8.88,43.63,15.06,32.43,41.31,SI,836-3737,"{'latitude': '18.0538', 'longitude': '-66.72358'}",,,,,,,,,,137,125,142,,,,,,,48,,,"7 - 9 , EEI","7 - 9 , EEI",7.72,40.54,32.82,18.92,26.64,0.39,66.41,28.57,4.63,5.02,452,PEÑUELAS,INTERMEDIO,PONCE,868,836-1177,URBANA
76,84.05,61705,PR,PONCE DE LEON PDA #18 SANTURCE,SAN JUAN,00915-0000,GLORIA I. VICENTY RAMOS,SAN JUAN I,RAFAEL MARIA DE LABRA,7.98,49.58,26.47,15.97,23.95,SI,724-2700,"{'latitude': '18.45003', 'longitude': '-66.07433'}",,,,,,,,,80,106,71,,,,,,,,,,,9-Jul,9-Jul,7.17,35.86,42.19,14.77,21.94,0.42,57.81,40.51,1.27,1.69,257,SAN JUAN I,INTERMEDIO,SAN JUAN,869,722-1443,URBANA
77,74.83,42390,PR,CALLE SALVADOR MESTRE ESQ. CARBONELL VILLA,MAYAGUEZ,00680-0000,SANTIAGO MENDEZ HERNANDEZ,MAYAGUEZ,RAFAEL MARTINEZ NADAL,27.97,31.36,14.41,26.27,54.24,SI,832-2002,"{'latitude': '18.20052', 'longitude': '-67.12929'}",16,,,,24,27,30,25,,,,,,30,8,,,1,,,,"PK - 6 , EEE","PK - 6 , EEE",17.95,37.61,18.80,25.64,43.59,16.95,44.92,17.80,20.34,37.29,161,MAYAGUEZ,ELEMENTAL,MAYAGUEZ,870,832-2002,URBANA
78,84.91,75705,PR,CALLE RAMON MURGA BO CANO,GUAYNABO,00970-0966,MARI ALMA ROMERO,GUAYNABO,RAFAEL MARTINEZ NADAL,5.82,43.64,36.73,13.82,19.64,SI,287-6550,"{'latitude': '18.35539', 'longitude': '-66.10934'}",,,,,,,,,253,176,144,,,,,,,,10,,,9-Jul,"6 - 8, EEI",2.93,23.81,61.17,12.09,15.02,0.37,44.28,54.24,1.11,1.48,583,GUAYNABO,INTERMEDIO,SAN JUAN,871,720-3356,URBANA
79,83.03,31302,PR,CALLE FERNANDEZ GARCIA FINAL,LUQUILLO,7730000,AYME ROSADO MORALES,CANOVANAS,RAFAEL N COCA,11.33,47.27,19.53,21.88,33.20,SI,889-3243,"{'latitude': '18.37759', 'longitude': '-65.71711'}",,,,,,,,,144,156,115,,,,,,,,21,,,"7 - 9 , EEI","6 - 8, EEI",10.20,34.12,36.47,19.22,29.41,0.39,53.33,42.35,3.92,4.31,436,LUQUILLO,INTERMEDIO,HUMACAO,872,889-3243,URBANA
80,53.65,20255,PR,CALLE RUIZ RIVERA FINAL SECTOR EL COQUI,AIBONITO,00705-0000,CARLOS RAUL APONTE ORTIZ,BARRANQUITAS,RAFAEL PONT FLORES,15.19,47.26,14.77,22.78,37.97,SI,735-4571,"{'latitude': '18.13971', 'longitude': '-66.26321'}",20,50,22,,27,21,18,25,140,96,121,57,,22,,,,,13,,,"7 - 9 , EEI","K - 12, EEE, EEI",13.08,49.37,14.77,22.78,35.86,2.95,64.98,22.78,9.28,12.24,632,AIBONITO,INTERMEDIO,CAGUAS,873,735-1865,URBANA
81,83.45,32268,PR,CALLE PRINCIPAL BO PALMER,RIO GRANDE,00721-0000,MIGDALIA ARROYO MENDEZ,CANOVANAS,RAFAEL REXACH DUENO,43.23,23.23,0,33.55,76.77,SI,887-2720,"{'latitude': '18.36935', 'longitude': '-65.77384'}",52,,,,51,60,54,45,,,,,,51,,,,,,,,K - 6,K - 6,20.65,35.48,3.23,40.65,61.29,45.81,18.71,3.87,31.61,77.42,313,RIO GRANDE,ELEMENTAL,HUMACAO,875,887-2720,RURAL
82,93.94,61499,PR,"CALLE SANDALIO ALONSO, URB. LAS LOMAS",SAN JUAN,00921-0000,EDITH M. COSME CORDERO,SAN JUAN II,RAFAEL RIVERA OTERO,13.85,45.38,6.15,34.62,48.46,SI,782-3180,"{'latitude': '18.3888', 'longitude': '-66.09799'}",42,,,,41,42,43,36,,,,,,23,,,,6,,,,"K - 6 , EEE","K - 6 , EEE",7.69,51.54,15.38,25.38,33.08,23.08,42.31,5.38,29.23,52.31,233,SAN JUAN V,ELEMENTAL,SAN JUAN,876,782-3180,URBANA
83,75.79,35816,PR,URB SAN MARTIN CALLE PRICIPAL FINAL,PATILLAS,7230000,LYDIA M. RUIZ BUEHL,YABUCOA,RAFALINA E LEBRON FLORES,8.82,60.78,4.90,25.49,34.31,SI,271-3384,"{'latitude': '18.00472', 'longitude': '-66.01258'}",,142,108,109,,,,,,,,126,,,,,,,,,,12-Oct,12-Oct,20.59,33.33,18.63,27.45,48.04,0.98,76.47,15.69,6.86,7.84,485,PATILLAS,SUPERIOR,HUMACAO,877,839-3419,URBANA
84,58.31,10967,PR,CARR 2 KM 92.5 HM 3 BO MEMBRILLO,CAMUY,00627-0000,GLADYS PADIN BERMUDEZ,CAMUY,RALPH W EMERSON,39.29,24.64,8.57,27.50,66.79,SI,898-2037,"{'latitude': '18.47208', 'longitude': '-66.8733'}",62,,,,62,60,73,69,,,,,,49,,,,3,,,,K - 6 - EE,K - 6 - EE,31.43,28.21,6.43,33.93,65.36,45.71,19.64,5.71,28.93,74.64,378,CAMUY,ELEMENTAL,ARECIBO,878,898-2037,RURAL
85,78.65,15917,PR,AVE LOS PATRIOTAS,LARES,6691247,MARIA M NIEVES PAGAN,CAMUY,RAMON DE JESUS SIERRA,43.42,27.96,6.58,22.04,65.46,SI,897-3430,"{'latitude': '18.29245', 'longitude': '-66.88992'}",,,,,,,,,172,250,254,,,,,,,,12,,,"7 - 9 , EEI",8-Jun,18.21,35.10,24.83,21.85,40.07,30.26,37.83,22.70,9.21,39.47,688,LARES,INTERMEDIO,ARECIBO,882,897-2590,URBANA
86,69.34,46052,PR,CALLE COMERCIO URB. VERDUN,HORMIGUEROS,00660-0000,ISMAEL APONTE MERCADO,MAYAGUEZ,RAMON E RODRIGUEZ DIAZ,19.36,41.42,12.75,26.47,45.83,SI,849-0060,"{'latitude': '18.13634', 'longitude': '-67.12281'}",,,,,,,,,152,148,173,,,,,,,,,,,"7 - 9 , EEI","7 - 9 , EEI",15.27,40.64,22.91,21.18,36.45,0.74,69.29,23.83,6.14,6.88,473,HORMIGUEROS,INTERMEDIO,MAYAGUEZ,884,849-1230,URBANA
87,92.40,12799,PR,236 CALLE SAN JUSTO,QUEBRADILLAS,6781559,RICARDO CASTRO,CAMUY,RAMON EMETERIO BETANCES,22.22,40,17.04,20.74,42.96,SI,895-4222,"{'latitude': '18.47587', 'longitude': '-66.93838'}",43,,,,40,27,39,45,,,,,,36,16,,,33,,,,"PK - 6 , EEE","PK - 6 , EEE",25.19,33.33,11.11,30.37,55.56,29.63,33.33,9.63,27.41,57.04,279,QUEBRADILLAS,ELEMENTAL,ARECIBO,885,895-2575,URBANA
88,65.29,50468,PR,URB EL EDEN CALLE A,COAMO,00769-0000,REINALDO ORTIZ SANCHEZ,SANTA ISABEL,RAMON JOSE DAVILA,33.16,31.02,5.88,29.95,63.10,SI,825-0777,"{'latitude': '18.07382', 'longitude': '-66.36495'}",,207,193,251,,,,,,,,232,,,,,,,,9,,"10 - 12 , EES","10 - 12 , EES",27.27,33.69,17.65,21.39,48.66,7.49,70.59,13.37,8.56,16.04,892,COAMO,SUPERIOR,PONCE,886,825-1247,URBANA
89,60.58,58495,PR,CARR. 561 KM. 5 BO. VACAS,VILLALBA,7660000,JOSE A. MUNERA TORRES,SANTA ISABEL,RAMON LOPEZ BERRIOS,62.69,20.90,0,16.42,79.10,SI,847-6729,"{'latitude': '18.15672', 'longitude': '-66.46993'}",11,,,,17,24,19,20,,,,,,17,,,,5,,,,K - 6,K - 6,52.24,4.48,0,43.28,95.52,67.16,5.97,2.99,23.88,91.04,113,VILLALBA,ELEMENTAL,PONCE,887,847-6729,RURAL
90,86.83,43794,PR,AVE EMERITO ESTRADA  CARRETERA 111,SAN SEBASTIAN,6760000,ANA M. VEGA JIMENEZ,SAN SEBASTIAN,RAMON MARIA TORRES,30.12,38.55,6.02,25.30,55.42,SI,280-0420,"{'latitude': '18.33988', 'longitude': '-66.99661'}",81,,,,63,84,71,62,,,,,,53,,,,16,,,,"K - 6 , EEE","K - 5, EEE",40.61,28.48,3.64,27.27,67.88,15.66,49.40,3.61,31.33,46.99,430,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,889,896-1135,URBANA
91,86.82,52555,PR,AVE LAS AMERICAS,PONCE,00732-0788,RICHARD GARCIA JIMENEZ,PONCE,RAMON MARIN,80.82,0,9.59,9.59,90.41,SI,842-5428,"{'latitude': '18.00711', 'longitude': '-66.60203'}",,,,,,,,,,,,,,,,,,85,69,21,,EEE - EES,EEE - EES,79.45,0,20.55,0,79.45,76.71,4.11,0,19.18,95.89,175,PONCE I,TODOS LOS NIVELES,PONCE,890,842-1371,URBANA
92,80.52,75713,PR,CALLE AZALEA FINAL ESQ. CAMPOBELLO URB,GUAYNABO,00970-0000,ELIZABETH MARTINEZ,GUAYNABO,RAMON MARIN SOLA,17,42.51,10.12,30.36,47.37,SI,287-1966,"{'latitude': '18.37666', 'longitude': '-66.1029'}",51,,,,50,48,46,49,,,,,,45,,,,26,,,,"K - 6 , EEE","K - 6 , EEE",13.77,44.53,12.96,28.74,42.51,13.36,52.63,11.74,22.27,35.63,315,GUAYNABO,ELEMENTAL,SAN JUAN,891,720-3911,URBANA
93,83.71,70045,PR,URB RIVERVIEW CALLE 7 BLQ F,BAYAMON,9590000,MIGUEL A. LOPEZ LOPEZ,BAYAMON,RAMON MORALES PENA,36.76,33.51,4.86,24.86,61.62,SI,798-3775,"{'latitude': '18.41609', 'longitude': '-66.17196'}",79,,,,84,71,70,76,,,,,,72,,,,18,,,,"K - 6 , EEE","K - 5, EEE",26.63,39.13,10.33,23.91,50.54,25.95,40.54,4.32,29.19,55.14,470,BAYAMON I,ELEMENTAL,BAYAMON,892,798-3773,URBANA
94,80,44529,PR,CARR 303 CALLE AMAPOLA BO OLIVARES,LAJAS,00667-0000,NILSA TIRADO GONZALEZ,CABO ROJO,RAMON OLIVARES,48.86,27.27,2.27,21.59,70.45,SI,899-5020,"{'latitude': '18.0029', 'longitude': '-67.07238'}",28,,,,22,34,20,11,,,,,,23,,16,,8,,,,K - 6,K - 6,53.41,13.64,0,32.95,86.36,56.82,19.32,3.41,20.45,77.27,162,LAJAS,ELEMENTAL,MAYAGUEZ,893,899-5020,RURAL
95,88.44,51946,PR,CARR 132 KM 7 HM 7 BO SANTO DOMINGO,PENUELAS,00624-0000,ROSA RIVERA RODRIGUEZ,YAUCO,RAMON PEREZ PURCELL,71.19,7.91,2.82,18.08,89.27,SI,836-6053,"{'latitude': '18.06048', 'longitude': '-66.75445'}",42,,,,28,46,38,31,,,,,,39,,,,14,,,,"K - 6 , EEE","K - 6 , EEE",63.84,7.34,1.69,27.12,90.96,58.76,23.73,6.21,11.30,70.06,238,PEÑUELAS,ELEMENTAL,PONCE,894,836-5564,RURAL
96,65.68,30973,PR,CALLE JESUS T PINERO 22,LAS PIEDRAS,00771-0000,MARIA LOPEZ PENA,LAS PIEDRAS,RAMON POWER Y GIRALT,28.30,35.38,5.66,30.66,58.96,SI,733-7790,"{'latitude': '18.18197', 'longitude': '-65.86987'}",,193,215,189,,,,,,,,218,,,,,,,,39,,"10 - 12 , EES","10 - 12 , EES",21.23,33.02,23.58,22.17,43.40,0.95,77.73,17.06,4.27,5.21,854,LAS PIEDRAS,SUPERIOR,HUMACAO,895,733-2561,URBANA
97,93.33,63123,PR,CALLE LOIZA FINAL,SAN JUAN,00914-2065,ELSON ROSARIO,SAN JUAN I,RAMON POWER Y GIRALT,5.41,56.76,25.68,12.16,17.57,SI,268-5131,"{'latitude': '18.44957', 'longitude': '-66.05088'}",,61,77,69,,,,,,,,44,,,,,,,,26,,"10 - 12 , EES","10 - 12 , EES",4.11,21.92,60.27,13.70,17.81,0,64.86,35.14,0,0,277,SAN JUAN I,SUPERIOR,SAN JUAN,896,727-4830,URBANA
98,71.40,35782,PR,URB REPARTO HORIZONTE FRENTE AL CEMENTERIO,YABUCOA,7671900,VACANTE,YABUCOA,RAMON QUINONES MEDINA,21.09,39.06,9.38,30.47,51.56,SI,893-2065,"{'latitude': '18.04474', 'longitude': '-65.88209'}",,188,131,108,,,,,,,,170,,,,,,,,12,,"10 - 12 , EES","10 - 12 , EES",16.28,30.23,34.11,19.38,35.66,1.55,74.42,21.71,2.33,3.88,609,YABUCOA,SUPERIOR,HUMACAO,897,893-2216,URBANA
99,85.45,30239,PR,CALLE FEDERICO GARCIA 155,FAJARDO,00738-0000,RICARDO DONATI BERRIOS,FAJARDO,RAMON QUINONES PACHECO,28.78,37.41,2.88,30.94,59.71,SI,860-6782,"{'latitude': '18.32564', 'longitude': '-65.6511'}",63,,,,35,40,52,48,,,,,,39,,,,5,,,,K - 6,K - 6,12.95,36.69,10.79,39.57,52.52,28.06,30.94,2.88,38.13,66.19,282,FAJARDO,ELEMENTAL,HUMACAO,898,863-0624,URBANA
100,84.94,12336,PO BOX 1772,CARR 155 KM 5 HM 9 RAMAL 567 BO SAN LORENZO,MOROVIS,00687-0000,MIRIAM ALVARADO,OROCOVIS,RAMON TORRES RIVERA,52.10,21.01,8.40,18.49,70.59,SI,862-3406,"{'latitude': '18.30338', 'longitude': '-66.43418'}",17,,,,15,13,22,18,25,25,18,,,22,,,,,,,,K - 9,K - 9,30.25,33.61,6.72,29.41,59.66,52.10,29.41,1.68,16.81,68.91,175,MOROVIS,SEGUNDA UNIDAD,BAYAMON,899,862-3406,RURAL
101,82.56,62950,PR,"CALLE BRUMBAUGH, #1014",SAN JUAN,00936-8158,ELIZABETH MELENDEZ RESTO,SAN JUAN II,RAMON VILA MAYO,12,56,10.67,21.33,33.33,SI,767-1258,"{'latitude': '18.40036', 'longitude': '-66.05112'}",,96,93,90,,,,,51,62,65,143,,,,,,,,36,,"10 - 12 , EES","10 - 12 , EES",8.11,32.43,41.89,17.57,25.68,0,58.67,40,1.33,1.33,636,SAN JUAN III,SUPERIOR,SAN JUAN,900,772-9864,URBANA
102,79.04,41921,PR,AVE LUCHETTI CARR 120,MARICAO,00606-0000,JOSE A. PEREZ MILLAN,MAYAGUEZ,RAUL YBARRA,15.25,46.89,13.56,24.29,39.55,SI,838-2420,"{'latitude': '18.18268', 'longitude': '-66.97977'}",19,,,,20,18,17,14,20,51,42,,,16,,,,,16,,,"7 - 9 , EEI","7 - 9 , EEI",7.34,45.76,31.64,15.25,22.60,9.66,52.84,17.05,20.45,30.11,233,MARICAO,INTERMEDIO,MAYAGUEZ,901,838-2150,URBANA
103,85.60,28365,PR,CARR. 734 KM. 1 HM 8,CIDRA,7390000,ROSA ORTIZ JOSE,CIDRA,REGINO VEGA MATINEZ,22.97,38.29,16.67,22.07,45.05,SI,714-6117,"{'latitude': '18.16578', 'longitude': '-66.14784'}",49,,,,41,54,61,47,78,,,,,49,,9,,,,,,"K - 6 , EEE","K - 6 , EEE",8.93,49.11,14.29,27.68,36.61,11.61,51.34,14.29,22.77,34.38,388,CIDRA,ELEMENTAL,CAGUAS,902,739-6626,RURAL
